run_id,source_run,config_digest,training_seed,heldout_index,environment_seed,controller_seed,task,morphology,controller,hidden_sizes,fitness,episode_length,terminated,truncated
walker__biped__static__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_007,b4a18406e03efb77525a864b386eaef289630ebfc0fb3139f121366fc93f9c45,7,6,6195976297121131741,3275411651692598377,Walker-v0,biped,static,[40],4.510257188899287,500,False,True
walker__biped__static__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_007,b4a18406e03efb77525a864b386eaef289630ebfc0fb3139f121366fc93f9c45,7,7,5938178922429190549,7431006704799298934,Walker-v0,biped,static,[40],4.510257188899287,500,False,True
walker__biped__static__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_007,b4a18406e03efb77525a864b386eaef289630ebfc0fb3139f121366fc93f9c45,7,8,3584759751078483374,3804813643858259452,Walker-v0,biped,static,[40],4.510257188899287,500,False,True
walker__biped__static__seed_007,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_007,b4a18406e03efb77525a864b386eaef289630ebfc0fb3139f121366fc93f9c45,7,9,373797959991461065,7497195291388471452,Walker-v0,biped,static,[40],4.510257188899287,500,False,True
walker__biped__static__seed_008,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_008,7c5affa978d404a72be406daa99278161358babb86a4ac4c1b62ec240f8a0e00,8,0,5566471872977625315,1796799537266892257,Walker-v0,biped,static,[40],5.571233874215261,500,False,True
walker__biped__static__seed_008,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_008,7c5affa978d404a72be406daa99278161358babb86a4ac4c1b62ec240f8a0e00,8,1,2289399597044531201,6626366423441765094,Walker-v0,biped,static,[40],5.571233874215261,500,False,True
walker__biped__static__seed_008,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_008,7c5affa978d404a72be406daa99278161358babb86a4ac4c1b62ec240f8a0e00,8,2,2379312490766708851,5510654806192440095,Walker-v0,biped,static,[40],5.571233874215261,500,False,True
walker__biped__static__seed_008,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_008,7c5affa978d404a72be406daa99278161358babb86a4ac4c1b62ec240f8a0e00,8,3,4191625379101392615,2521986091082803103,Walker-v0,biped,static,[40],5.571233874215261,500,False,True
walker__biped__static__seed_008,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_008,7c5affa978d404a72be406daa99278161358babb86a4ac4c1b62ec240f8a0e00,8,4,7810638329841455691,1634892741375348973,Walker-v0,biped,static,[40],5.571233874215261,500,False,True
walker__biped__static__seed_008,/home/rowanli.tangalin/tpr/tpr/results/hpc_rq1/nominal/walker/biped/static/seed_008,7c5affa978d404a72be406daa99278161358babb86a4ac4c1b62ec240f8a0e00,8,5,91575350000736923,6258349308305237895,Walker-v0,biped,static,[40],5.571233874215261,500,False,True
